timestamp;pid;ppid;nome_processo;status;cpu_porcentagem;ram_porcentagem;total_threads;tempo_execucao;throughput_mbs;throughput_gbs
2025-11-10 19:38:10;780;12784;msedgewebview2.exe;running;0.0;0.007640461989755458;22;1762778050.0024676;0.0;0.0
2025-11-10 19:38:10;924;1316;svchost.exe;running;0.0;0.011012803833509591;4;1762809327.2926686;0.0;0.0
2025-11-10 19:38:10;940;1316;svchost.exe;running;0.0;0.006691990846199607;6;1762809324.5760162;0.0;0.0
2025-11-10 19:38:34;20264;8920;python.exe;running;403.6;0.4874087821050896;12;1762813603.3040936;0.0;0.0
2025-11-10 19:38:34;16880;548;Docker Desktop.exe;running;309.2;1.0745124199661606;18;1762811247.7390144;0.0;0.0
2025-11-10 19:38:34;1732;1240;dwm.exe;running;140.9;0.5087493828350962;35;1762777916.670258;0.0;0.0
2025-11-10 19:38:34;184;4;Registry;running;0.0;0.021235215047389306;4;1762777907.5377195;0.0;0.0
2025-11-10 19:38:34;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
2025-11-10 19:38:34;0;0;System Idle Process;running;0.0;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:38:34;636;4;smss.exe;running;0.0;5.2692841308658335e-05;2;1762777909.4706242;0.0;0.0
2025-11-10 19:38:34;780;12784;msedgewebview2.exe;running;0.0;0.007640461989755458;22;1762778050.0024676;0.0;0.0
2025-11-10 19:38:34;924;1316;svchost.exe;running;0.0;0.015807852392597497;3;1762809327.2926686;0.0;0.0
2025-11-10 19:38:34;940;1316;svchost.exe;running;0.0;0.006428526639656316;6;1762809324.5760162;0.0;0.0
2025-11-10 19:38:58;20264;8920;python.exe;running;404.4;0.4902015026944484;12;1762813603.3040936;0.0;0.0
2025-11-10 19:38:58;4;0;System;running;0.0;0.005269284130865833;305;0.0;0.0;0.0
2025-11-10 19:38:58;0;0;System Idle Process;running;0.0;0.00010538568261731667;24;0.0;0.0;0.0
2025-11-10 19:38:58;184;4;Registry;running;0.0;0.022921385969266374;4;1762777907.5377195;0.0;0.0
2025-11-10 19:38:58;548;12476;Docker Desktop.exe;running;0.0;0.5282984269606084;40;1762811237.957982;0.0;0.0
2025-11-10 19:38:58;612;816;csrss.exe;running;0.0;0.009273940070323866;14;1762777914.6563156;0.0;0.0
2025-11-10 19:38:58;140;4;;stopped;0.0;0.4401959962925317;0;1762777907.5327773;0.0;0.0
